date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-11-15,CA,18253,,35,,,,4454,0,,1094,,0,,,,,,1019345,1019345,10968,0,,,,,,,,0,20866785,195189,,,,,,0,20866785,195189
2020-11-14,CA,18218,,81,,,,4212,0,,1024,,0,,,,,,1008377,1008377,9875,0,,,,,,,,0,20671596,193096,,,,,,0,20671596,193096
2020-11-13,CA,18137,,29,,,,4138,0,,1031,,0,,,,,,998502,998502,6893,0,,,,,,,,0,20478500,136428,,,,,,0,20478500,136428
2020-11-12,CA,18108,,38,,,,4002,0,,1010,,0,,,,,,991609,991609,6927,0,,,,,,,,0,20342072,119979,,,,,,0,20342072,119979
2020-11-11,CA,18070,,69,,,,3987,0,,1006,,0,,,,,,984682,984682,7464,0,,,,,,,,0,20222093,127452,,,,,,0,20222093,127452
2020-11-10,CA,18001,,24,,,,3799,0,,984,,0,,,,,,977218,977218,5367,0,,,,,,,,0,20094641,176162,,,,,,0,20094641,176162
2020-11-09,CA,17977,,14,,,,3668,0,,941,,0,,,,,,971851,971851,7212,0,,,,,,,,0,19918479,193851,,,,,,0,19918479,193851
2020-11-08,CA,17963,,24,,,,3554,0,,910,,0,,,,,,964639,964639,7682,0,,,,,,,,0,19724628,159477,,,,,,0,19724628,159477
2020-11-07,CA,17939,,73,,,,3456,0,,901,,0,,,,,,956957,956957,5863,0,,,,,,,,0,19565151,168802,,,,,,0,19565151,168802
2020-11-06,CA,17866,,51,,,,3489,0,,923,,0,,,,,,951094,951094,6518,0,,,,,,,,0,19396349,129986,,,,,,0,19396349,129986
2020-11-05,CA,17815,,63,,,,3462,0,,922,,0,,,,,,944576,944576,4566,0,,,,,,,,0,19266363,85351,,,,,,0,19266363,85351
2020-11-04,CA,17752,,66,,,,3410,0,,901,,0,,,,,,940010,940010,5338,0,,,,,,,,0,19181012,106091,,,,,,0,19181012,106091
2020-11-03,CA,17686,,14,,,,3270,0,,840,,0,,,,,,934672,934672,4044,0,,,,,,,,0,19074921,162420,,,,,,0,19074921,162420
2020-11-02,CA,17672,,5,,,,3241,0,,823,,0,,,,,,930628,930628,4094,0,,,,,,,,0,18912501,169186,,,,,,0,18912501,169186
2020-11-01,CA,17667,,41,,,,3193,0,,791,,0,,,,,,926534,926534,4529,0,,,,,,,,0,18743315,140998,,,,,,0,18743315,140998
2020-10-31,CA,17626,,55,,,,3212,0,,771,,0,,,,,,922005,922005,5087,0,,,,,,,,0,18602317,157794,,,,,,0,18602317,157794
2020-10-30,CA,17571,,30,,,,3148,0,,772,,0,,,,,,916918,916918,4014,0,,,,,,,,0,18444523,120752,,,,,,0,18444523,120752
2020-10-29,CA,17541,,66,,,,3083,0,,768,,0,,,,,,912904,912904,4191,0,,,,,,,,0,18323771,100175,,,,,,0,18323771,100175
2020-10-28,CA,17475,,75,,,,2998,0,,770,,0,,,,,,908713,908713,4515,0,,,,,,,,0,18223596,96547,,,,,,0,18223596,96547
2020-10-27,CA,17400,,43,,,,3000,0,,774,,0,,,,,,904198,904198,3188,0,,,,,,,,0,18127049,144220,,,,,,0,18127049,144220
2020-10-26,CA,17357,,12,,,,2991,0,,735,,0,,,,,,901010,901010,2981,0,,,,,,,,0,17982829,194944,,,,,,0,17982829,194944
2020-10-25,CA,17345,,34,,,,2969,0,,722,,0,,,,,,898029,898029,5219,0,,,,,,,,0,17787885,178706,,,,,,0,17787885,178706
2020-10-24,CA,17311,,49,,,,3007,0,,744,,0,,,,,,892810,892810,5945,0,,,,,,,,0,17609179,125886,,,,,,0,17609179,125886
2020-10-23,CA,17262,,73,,,,3011,0,,754,,0,,,,,,886865,886865,6141,0,,,,,,,,0,17483293,124523,,,,,,0,17483293,124523
2020-10-22,CA,17189,,162,,,,3051,0,,758,,0,,,,,,880724,880724,2940,0,,,,,,,,0,17358770,65631,,,,,,0,17358770,65631
2020-10-21,CA,17027,,35,,,,3077,0,,763,,0,,,,,,877784,877784,3707,0,,,,,,,,0,17293139,104069,,,,,,0,17293139,104069
2020-10-20,CA,16992,,22,,,,3104,0,,781,,0,,,,,,874077,874077,3286,0,,,,,,,,0,17189070,146662,,,,,,0,17189070,146662
2020-10-19,CA,16970,,27,,,,3002,0,,758,,0,,,,,,870791,870791,3474,0,,,,,,,,0,17042408,150346,,,,,,0,17042408,150346
2020-10-18,CA,16943,,44,,,,3020,0,,727,,0,,,,,,867317,867317,2862,0,,,,,,,,0,16892062,135351,,,,,,0,16892062,135351
2020-10-17,CA,16899,,69,,,,2995,0,,743,,0,,,,,,864455,864455,2979,0,,,,,,,,0,16756711,134755,,,,,,0,16756711,134755
2020-10-16,CA,16830,,73,,,,3035,0,,713,,0,,,,,,861476,861476,3075,0,,,,,,,,0,16621956,104144,,,,,,0,16621956,104144
2020-10-15,CA,16757,,118,,,,3078,0,,706,,0,,,,,,858401,858401,3329,0,,,,,,,,0,16517812,92325,,,,,,0,16517812,92325
2020-10-14,CA,16639,,58,,,,3126,0,,753,,0,,,,,,855072,855072,2666,0,,,,,,,,0,16425487,91770,,,,,,0,16425487,91770
2020-10-13,CA,16581,,9,,,,3060,0,,748,,0,,,,,,852406,852406,2378,0,,,,,,,,0,16333717,142376,,,,,,0,16333717,142376
2020-10-12,CA,16572,,8,,,,3070,0,,736,,0,,,,,,850028,850028,3449,0,,,,,,,,0,16191341,144337,,,,,,0,16191341,144337
2020-10-11,CA,16564,,64,,,,3103,0,,735,,0,,,,,,846579,846579,3803,0,,,,,,,,0,16047004,168559,,,,,,0,16047004,168559
2020-10-10,CA,16500,,72,,,,3084,0,,732,,0,,,,,,842776,842776,4170,0,,,,,,,,0,15878445,141948,,,,,,0,15878445,141948
2020-10-09,CA,16428,,67,,,,3186,0,,742,,0,,,,,,838606,838606,3806,0,,,,,,,,0,15736497,112874,,,,,,0,15736497,112874
2020-10-08,CA,16361,,133,,,,3186,0,,754,,0,,,,,,834800,834800,3575,0,,,,,,,,0,15623623,66917,,,,,,0,15623623,66917
2020-10-07,CA,16228,,51,,,,3204,0,,797,,0,,,,,,831225,831225,2764,0,,,,,,,,0,15556706,126285,,,,,,0,15556706,126285
2020-10-06,CA,16177,,28,,,,3175,0,,809,,0,,,,,,828461,828461,1677,0,,,,,,,,0,15430421,128740,,,,,,0,15430421,128740
2020-10-05,CA,16149,,29,,,,3146,0,,805,,0,,,,,,826784,826784,3055,0,,,,,,,,0,15301681,141394,,,,,,0,15301681,141394
2020-10-04,CA,16120,,46,,,,3129,0,,787,,0,,,,,,823729,823729,4293,0,,,,,,,,0,15160287,161399,,,,,,0,15160287,161399
2020-10-03,CA,16074,,88,,,,3079,0,,787,,0,,,,,,819436,819436,2159,0,,,,,,,,0,14998888,130457,,,,,,0,14998888,130457
2020-10-02,CA,15986,,98,,,,3166,0,,796,,0,,,,,,817277,817277,3590,0,,,,,,,,0,14868431,96580,,,,,,0,14868431,96580
2020-10-01,CA,15888,,96,,,,3205,0,,817,,0,,,,,,813687,813687,3062,0,,,,,,,,0,14771851,66649,,,,,,0,14771851,66649
2020-09-30,CA,15792,,152,,,,3267,0,,830,,0,,,,,,810625,810625,3200,0,,,,,,,,0,14705202,91657,,,,,,0,14705202,91657
2020-09-29,CA,15640,,32,,,,3223,0,,828,,0,,,,,,807425,807425,2162,0,,,,,,,,0,14613545,128693,,,,,,0,14613545,128693
2020-09-28,CA,15608,,21,,,,3160,0,,831,,0,,,,,,805263,805263,2955,0,,,,,,,,0,14484852,151354,,,,,,0,14484852,151354
2020-09-27,CA,15587,,55,,,,3129,0,,892,,0,,,,,,802308,802308,4071,0,,,,,,,,0,14333498,150768,,,,,,0,14333498,150768
2020-09-26,CA,15532,,134,,,,3203,0,,862,,0,,,,,,798237,798237,4197,0,,,,,,,,0,14182730,130483,,,,,,0,14182730,130483
2020-09-25,CA,15398,,84,,,,3307,0,,899,,0,,,,,,794040,794040,3400,0,,,,,,,,0,14052247,99390,,,,,,0,14052247,99390
2020-09-24,CA,15314,,110,,,,3484,0,,914,,0,,,,,,790640,790640,3170,0,,,,,,,,0,13952857,73434,,,,,,0,13952857,73434
2020-09-23,CA,15204,,133,,,,3557,0,,905,,0,,,,,,787470,787470,3146,0,,,,,,,,0,13879423,75368,,,,,,0,13879423,75368
2020-09-22,CA,15071,,53,,,,3520,0,,923,,0,,,,,,784324,784324,2630,0,,,,,,,,0,13804055,131273,,,,,,0,13804055,131273
2020-09-21,CA,15018,,31,,,,3459,0,,960,,0,,,,,,781694,781694,3294,0,,,,,,,,0,13672782,149624,,,,,,0,13672782,149624
2020-09-20,CA,14987,,75,,,,3441,0,,925,,0,,,,,,778400,778400,4265,0,,,,,,,,0,13523158,179272,,,,,,0,13523158,179272
2020-09-19,CA,14912,,100,,,,3510,0,,970,,0,,,,,,774135,774135,4304,0,,,,,,,,0,13343886,166700,,,,,,0,13343886,166700
2020-09-18,CA,14812,,91,,,,3570,0,,965,,0,,,,,,769831,769831,3630,0,,,,,,,,0,13177186,97149,,,,,,0,13177186,97149
2020-09-17,CA,14721,,106,,,,3621,0,,997,,0,,,,,,766201,766201,3238,0,,,,,,,,0,13080037,79515,,,,,,0,13080037,79515
2020-09-16,CA,14615,,164,,,,3685,0,,1032,,0,,,,,,762963,762963,2950,0,,,,,,,,0,13000522,72352,,,,,,0,13000522,72352
2020-09-15,CA,14451,,66,,,,3735,0,,1044,,0,,,,,,760013,760013,2235,0,,,,,,,,0,12928170,121981,,,,,,0,12928170,121981
2020-09-14,CA,14385,,56,,,,3665,0,,1040,,0,,,,,,757778,757778,2855,0,,,,,,,,0,12806189,116173,,,,,,0,12806189,116173
2020-09-13,CA,14329,,78,,,,3741,0,,1056,,0,,,,,,754923,754923,4625,0,,,,,,,,0,12690016,133049,,,,,,0,12690016,133049
2020-09-12,CA,14251,,162,,,,3848,0,,1120,,0,,,,,,750298,750298,4107,0,,,,,,,,0,12556967,105307,,,,,,0,12556967,105307
2020-09-11,CA,14089,,111,,,,4023,0,,1172,,0,,,,,,746191,746191,3326,0,,,,,,,,0,12451660,61669,,,,,,0,12451660,61669
2020-09-10,CA,13978,,137,,,,4225,0,,1184,,0,,,,,,742865,742865,3338,0,,,,,,,,0,12389991,46194,,,,,,0,12389991,46194
2020-09-09,CA,13841,,83,,,,4425,0,,1233,,0,,,,,,739527,739527,1616,0,,,,,,,,0,12343797,75849,,,,,,0,12343797,75849
2020-09-08,CA,13758,,32,,,,4297,0,,1217,,0,,,,,,737911,737911,2676,0,,,,,,,,0,12267948,109656,,,,,,0,12267948,109656
2020-09-07,CA,13726,,17,,,,4285,0,,1244,,0,,,,,,735235,735235,3091,0,,,,,,,,0,12158292,111101,,,,,,0,12158292,111101
2020-09-06,CA,13709,,66,,,,4226,0,,1201,,0,,,,,,732144,732144,4905,0,,,,,,,,0,12047191,130868,,,,,,0,12047191,130868
2020-09-05,CA,13643,,153,,,,4242,0,,1242,,0,,,,,,727239,727239,4956,0,,,,,,,,0,11916323,119353,,,,,,0,11916323,119353
2020-09-04,CA,13490,,163,,,,4401,0,,1235,,0,,,,,,722283,722283,5106,0,,,,,,,,0,11796970,133046,,,,,,0,11796970,133046
2020-09-03,CA,13327,,164,,,,4571,0,,1270,,0,,,,,,717177,717177,5125,0,,,,,,,,0,11663924,83554,,,,,,0,11663924,83554
2020-09-02,CA,13163,,145,,,,4851,0,,1339,,0,,,,,,712052,712052,4255,0,,,,,,,,0,11580370,109674,,,,,,0,11580370,109674
2020-09-01,CA,13018,,85,,,,4869,0,,1352,,0,,,,,,707797,707797,3712,0,,,,,,,,0,11470696,97391,,,,,,0,11470696,97391
2020-08-31,CA,12933,,28,,,,4829,0,,1346,,0,,,,,,704085,704085,4176,0,,,,,,,,0,11373305,141476,,,,,,0,11373305,141476
2020-08-30,CA,12905,,71,,,,4943,0,,1396,,0,,,,,,699909,699909,6070,0,,,,,,,,0,11231829,122199,,,,,,0,11231829,122199
2020-08-29,CA,12834,,144,,,,5063,0,,1411,,0,,,,,,693839,693839,4981,0,,,,,,,,0,11109630,98993,,,,,,0,11109630,98993
2020-08-28,CA,12690,,140,,,,5267,0,,1477,,0,,,,,,688858,688858,5329,0,,,,,,,,0,11010637,92222,,,,,,0,11010637,92222
2020-08-27,CA,12550,,143,,,,5397,0,,1492,,0,,,,,,683529,683529,4430,0,,,,,,,,0,10918415,85658,,,,,,0,10918415,85658
2020-08-26,CA,12407,,150,,,,5537,0,,1507,,0,,,,,,679099,679099,6004,0,,,,,,,,0,10832757,70251,,,,,,0,10832757,70251
2020-08-25,CA,12257,,105,,,,5561,0,,1540,,0,,,,,,673095,673095,4480,0,,,,,,,,0,10762506,110019,,,,,,0,10762506,110019
2020-08-24,CA,12152,,18,,,,5618,0,,1549,,0,,,,,,668615,668615,4946,0,,,,,,,,0,10652487,111456,,,,,,0,10652487,111456
2020-08-23,CA,12134,,146,,,,5665,0,,1582,,0,,,,,,663669,663669,6777,0,,,,,,,,0,10541031,104679,,,,,,0,10541031,104679
2020-08-22,CA,11988,,167,,,,5873,0,,1675,,0,,,,,,656892,656892,6556,0,,,,,,,,0,10436352,106980,,,,,,0,10436352,106980
2020-08-21,CA,11821,,135,,,,6039,0,,1706,,0,,,,,,650336,650336,5585,0,,,,,,,,0,10329372,101406,,,,,,0,10329372,101406
2020-08-20,CA,11686,,163,,,,6212,0,,1707,,0,,,,,,644751,644751,5920,0,,,,,,,,0,10227966,87283,,,,,,0,10227966,87283
2020-08-19,CA,11523,,181,,,,6479,0,,1761,,0,,,,,,638831,638831,6164,0,,,,,,,,0,10140683,91644,,,,,,0,10140683,91644
2020-08-18,CA,11342,,100,,,,6360,0,,1801,,0,,,,,,632667,632667,4636,0,,,,,,,,0,10049039,115259,,,,,,0,10049039,115259
2020-08-17,CA,11242,,18,,,,6332,0,,1811,,0,,,,,,628031,628031,6469,0,,,,,,,,0,9933780,135645,,,,,,0,9933780,135645
2020-08-16,CA,11224,,77,,,,6309,0,,1820,,0,,,,,,621562,621562,7873,0,,,,,,,,0,9798135,117024,,,,,,0,9798135,117024
2020-08-15,CA,11147,,151,,,,6327,0,,1812,,0,,,,,,613689,613689,12614,0,,,,,,,,0,9681111,124513,,,,,,0,9681111,124513
2020-08-14,CA,10996,,188,,,,6364,0,,1850,,0,,,,,,601075,601075,7934,0,,,,,,,,0,9556598,111105,,,,,,0,9556598,111105
2020-08-13,CA,10808,,160,,,,6424,0,,1826,,0,,,,,,593141,593141,7085,0,,,,,,,,0,9445493,142026,,,,,,0,9445493,142026
2020-08-12,CA,10648,,180,,,,6647,0,,1873,,0,,,,,,586056,586056,11645,0,,,,,,,,0,9303467,117188,,,,,,0,9303467,117188
2020-08-11,CA,10468,,109,,,,6759,0,,1885,,0,,,,,,574411,574411,12500,0,,,,,,,,0,9186279,187926,,,,,,0,9186279,187926
2020-08-10,CA,10359,,66,,,,6770,0,,1879,,0,,,,,,561911,561911,7751,0,,,,,,,,0,8998353,172234,,,,,,0,8998353,172234
2020-08-09,CA,10293,,104,,,,6849,0,,1891,,0,,,,,,554160,554160,8373,0,,,,,,,,0,8826119,118592,,,,,,0,8826119,118592
2020-08-08,CA,10189,,178,,,,6956,0,,2038,,0,,,,,,545787,545787,7371,0,,,,,,,,0,8707527,110645,,,,,,0,8707527,110645
2020-08-07,CA,10011,,142,,,,7277,0,,1978,,0,,,,,,538416,538416,8436,0,,,,,,,,0,8596882,96419,,,,,,0,8596882,96419
2020-08-06,CA,9869,,166,,,,7485,0,,2026,,0,,,,,,529980,529980,5258,0,,,,,,,,0,8500463,91063,,,,,,0,8500463,91063
2020-08-05,CA,9703,,202,,,,7552,0,,2005,,0,,,,,,524722,524722,5295,0,,,,,,,,0,8409400,103687,,,,,,0,8409400,103687
2020-08-04,CA,9501,,113,,,,7630,0,,2082,,0,,,,,,519427,519427,4526,0,,,,,,,,0,8305713,121017,,,,,,0,8305713,121017
2020-08-03,CA,9388,,32,,,,7629,0,,2069,,0,,,,,,514901,514901,5739,0,,,,,,,,0,8184696,148721,,,,,,0,8184696,148721
2020-08-02,CA,9356,,132,,,,7761,0,,2119,,0,,,,,,509162,509162,9032,0,,,,,,,,0,8035975,149388,,,,,,0,8035975,149388
2020-08-01,CA,9224,,219,,,,7754,0,,2120,,0,,,,,,500130,500130,6542,0,,,,,,,,0,7886587,75546,,,,,,0,7886587,75546
2020-07-31,CA,9005,,96,,,,7999,0,,2163,,0,,,,,,493588,493588,8086,0,,,,,,,,0,7811041,177201,,,,,,0,7811041,177201
2020-07-30,CA,8909,,194,,,,8198,0,,2220,,0,,,,,,485502,485502,10197,0,,,,,,,,0,7633840,116374,,,,,,0,7633840,116374
2020-07-29,CA,8715,,197,,,,8439,0,,2209,,0,,,,,,475305,475305,8755,0,,,,,,,,0,7517466,99600,,,,,,0,7517466,99600
2020-07-28,CA,8518,,73,,,,8317,0,,2198,,0,,,,,,466550,466550,6000,0,,,,,,,,0,7417866,121288,,,,,,0,7417866,121288
2020-07-27,CA,8445,,29,,,,8820,0,,2284,,0,,,,,,460550,460550,6891,0,,,,,,,,0,7296578,128439,,,,,,0,7296578,128439
2020-07-26,CA,8416,,79,,,,8820,0,,2284,,0,,,,,,453659,453659,8259,0,,,,,,,,0,7168139,120784,,,,,,0,7168139,120784
2020-07-25,CA,8337,,151,,,,8820,0,,2284,,0,,,,,,445400,445400,10066,0,,,,,,,,0,7047355,131479,,,,,,0,7047355,131479
2020-07-24,CA,8186,,159,,,,8820,0,,2284,,0,,,,,,435334,435334,9718,0,,,,,,,,0,6915876,137572,,,,,,0,6915876,137572
2020-07-23,CA,8027,,157,,,,8820,0,,2284,,0,,,,,,425616,425616,12040,0,,,,,,,,0,6778304,113885,,,,,,0,6778304,113885
2020-07-22,CA,7870,,115,,,,8820,0,,2284,,0,,,,,,413576,413576,12807,0,,,,,,,,0,6664419,127487,,,,,,0,6664419,127487
2020-07-21,CA,7755,,61,,,,8681,0,,2226,,0,,,,,,400769,400769,9231,0,,,,,,,,0,6536932,122611,,,,,,0,6536932,122611
2020-07-20,CA,7694,,9,,,,8419,0,,2157,,0,,,,,,391538,391538,6846,0,,,,,,,,0,6414321,127469,,,,,,0,6414321,127469
2020-07-19,CA,7685,,90,,,,8398,0,,2107,,0,,,,,,384692,384692,9329,0,,,,,,,,0,6286852,119634,,,,,,0,6286852,119634
2020-07-18,CA,7595,,120,,,,8502,0,,2125,,0,,,,,,375363,375363,9199,0,,,,,,,,0,6167218,123119,,,,,,0,6167218,123119
2020-07-17,CA,7475,,130,,,,8450,0,,2153,,0,,,,,,366164,366164,9986,0,,,,,,,,0,6044099,128591,,,,,,0,6044099,128591
2020-07-16,CA,7345,,118,,,,8363,0,,2120,,0,,,,,,356178,356178,8544,0,,,,,,,,0,5915508,122232,,,,,,0,5915508,122232
2020-07-15,CA,7227,,140,,,,8353,0,,2110,,0,,,,,,347634,347634,11126,0,,,,,,,,0,5793276,118321,,,,,,0,5793276,118321
2020-07-14,CA,7087,,47,,,,8145,0,,2083,,0,,,,,,336508,336508,7346,0,,,,,,,,0,5674955,130590,,,,,,0,5674955,130590
2020-07-13,CA,7040,,23,,,,7895,0,,2021,,0,,,,,,329162,329162,8358,0,,,,,,,,0,5544365,137766,,,,,,0,5544365,137766
2020-07-12,CA,7017,,72,,,,7854,0,,2020,,0,,,,,,320804,320804,8460,0,,,,,,,,0,5406599,130904,,,,,,0,5406599,130904
2020-07-11,CA,6945,,94,,,,7904,0,,2021,,0,,,,,,312344,312344,8047,0,,,,,,,,0,5275695,99958,,,,,,0,5275695,99958
2020-07-10,CA,6851,,140,,,,7896,0,,2005,,0,,,,,,304297,304297,7798,0,,,,,,,,0,5175737,97303,,,,,,0,5175737,97303
2020-07-09,CA,6711,,149,,,,7821,0,,1957,,0,,,,,,296499,296499,7031,0,,,,,,,,0,5078434,82259,,,,,,0,5078434,82259
2020-07-08,CA,6562,,114,,,,7705,0,,1976,,0,,,,,,289468,289468,11694,0,,,,,,,,0,4996175,99805,,,,,,0,4996175,99805
2020-07-07,CA,6448,,111,,,,7499,0,,1984,,0,,,,,,277774,277774,6090,0,,,,,,,,0,4896370,103017,,,,,,0,4896370,103017
2020-07-06,CA,6337,,6,,,,7278,0,,1937,,0,,,,,,271684,271684,5699,0,,,,,,,,0,4793353,113215,,,,,,0,4793353,113215
2020-07-05,CA,6331,,18,,,,7149,0,,1907,,0,,,,,,265985,265985,8597,0,,,,,,,,0,4680138,127107,,,,,,0,4680138,127107
2020-07-04,CA,6313,,50,,,,7092,0,,1888,,0,,,,,,257388,257388,9153,0,,,,,,,,0,4553031,104855,,,,,,0,4553031,104855
2020-07-03,CA,6263,,100,,,,7024,0,,1871,,0,,,,,,248235,248235,5688,0,,,,,,,,0,4448176,109458,,,,,,0,4448176,109458
2020-07-02,CA,6163,,73,,,,6812,0,,1934,,0,,,,,,242547,242547,6408,0,,,,,,,,0,4338718,84542,,,,,,0,4338718,84542
2020-07-01,CA,6090,,110,,,,6612,0,,1859,,0,,,,,,236139,236139,7407,0,,,,,,,,0,4254176,87037,,,,,,0,4254176,87037
2020-06-30,CA,5980,,44,,,,6466,0,,1751,,0,,,,,,228732,228732,9480,0,,,,,,,,0,4167139,105447,,,,,,0,4167139,105447
2020-06-29,CA,5936,,31,,,,6179,0,,1686,,0,,,,,,219252,219252,8009,0,,,,,,,,0,4061692,105740,,,,,,0,4061692,105740
2020-06-28,CA,5905,,33,,,,5956,0,,1602,,0,,,,,,211243,211243,4810,0,,,,,,,,0,3955952,93642,,,,,,0,3955952,93642
2020-06-27,CA,5872,,60,,,,5790,0,,1562,,0,,,,,,206433,206433,5972,0,,,,,,,,0,3862310,90996,,,,,,0,3862310,90996
2020-06-26,CA,5812,,79,,,,5639,0,,1570,,0,,,,,,200461,200461,4890,0,,,,,,,,0,3771314,76969,,,,,,0,3771314,76969
2020-06-25,CA,5733,,101,,,,5522,0,,1523,,0,,,,,,195571,195571,5349,0,,,,,,,,0,3694345,101446,,,,,,0,3694345,101446
2020-06-24,CA,5632,,52,,,,5399,0,,1487,,0,,,,,,190222,190222,7149,0,,,,,,,,0,3592899,95970,,,,,,0,3592899,95970
2020-06-23,CA,5580,,65,,,,5065,0,,1421,,0,,,,,,183073,183073,5019,0,,,,,,,,0,3496929,85243,,,,,,0,3496929,85243
2020-06-22,CA,5515,,20,,,,4804,0,,1412,,0,,,,,,178054,178054,4230,0,,,,,,,,0,3411686,92430,,,,,,0,3411686,92430
2020-06-21,CA,5495,,71,,,,4679,0,,1366,,0,,,,,,173824,173824,4515,0,,,,,,,,0,3319256,84844,,,,,,0,3319256,84844
2020-06-20,CA,5424,,64,,,,4582,0,,1332,,0,,,,,,169309,169309,3893,0,,,,,,,,0,3234412,78710,,,,,,0,3234412,78710
2020-06-19,CA,5360,,70,,,,4587,0,,1329,,0,,,,,,165416,165416,4317,0,,,,,,,,0,3155702,81172,,,,,,0,3155702,81172
2020-06-18,CA,5290,,82,,,,4584,0,,1298,,0,,,,,,161099,161099,4084,0,,,,,,,,0,3074530,76542,,,,,,0,3074530,76542
2020-06-17,CA,5208,,87,,,,4522,0,,1318,,0,,,,,,157015,157015,3455,0,,,,,,,,0,2997988,60233,,,,,,0,2997988,60233
2020-06-16,CA,5121,,32,,,,4462,0,,1272,,0,,,,,,153560,153560,2108,0,,,,,,,,0,2937755,69573,,,,,,0,2937755,69573
2020-06-15,CA,5089,,26,,,,4323,0,,1270,,0,,,,,,151452,151452,2597,0,,,,,,,,0,2868182,66186,,,,,,0,2868182,66186
2020-06-14,CA,5063,,74,,,,4247,0,,1280,,0,,,,,,148855,148855,3212,0,,,,,,,,0,2801996,77603,,,,,,0,2801996,77603
2020-06-13,CA,4989,,46,,,,4411,0,,1313,,0,,,,,,145643,145643,3660,0,,,,,,,,0,2724393,62135,,,,,,0,2724393,62135
2020-06-12,CA,4943,,62,,,,4480,0,,1310,,0,,,,,,141983,141983,2702,0,,,,,,,,0,2662258,64611,,,,,,0,2662258,64611
2020-06-11,CA,4881,,105,,,,4534,0,,1325,,0,,,,,,139281,139281,3090,0,,,,,,,,0,2597647,56849,,,,,,0,2597647,56849
2020-06-10,CA,4776,,79,,,,4719,0,,1326,,0,,,,,,136191,136191,2702,0,,,,,,,,0,2540798,54553,,,,,,0,2540798,54553
2020-06-09,CA,4697,,44,,,,4583,0,,1345,,0,,,,,,133489,133489,2170,0,,,,,,,,0,2486245,55055,,,,,,0,2486245,55055
2020-06-08,CA,4653,,27,,,,4506,0,,1301,,0,,,,,,131319,131319,2507,0,,,,,,,,0,2431190,68972,,,,,,0,2431190,68972
2020-06-07,CA,4626,,67,,,,4525,0,,1288,,0,,,,,,128812,128812,2796,0,,,,,,,,0,2362218,53918,,,,,,0,2362218,53918
2020-06-06,CA,4559,,74,,,,4526,0,,1315,,0,,,,,,126016,126016,3115,0,,,,,,,,0,2308300,69837,,,,,,0,2308300,69837
2020-06-05,CA,4485,,63,,,,4625,0,,1333,,0,,,,,,122901,122901,3094,0,,,,,,,,0,2238463,55792,,,,,,0,2238463,55792
2020-06-04,CA,4422,,61,,,,4455,0,,1279,,0,,,,,,119807,119807,2120,0,,,,,,,,0,2182671,51377,,,,,,0,2182671,51377
2020-06-03,CA,4361,,75,,,,4458,0,,1313,,0,,,,,,117687,117687,2377,0,,,,,,,,0,2131294,59703,,,,,,0,2131294,59703
2020-06-02,CA,4286,,35,,,,4393,0,,1286,,0,,,,,,115310,115310,2304,0,,,,,,,,0,2071591,59008,,,,,,0,2071591,59008
2020-06-01,CA,4251,,38,,,,4258,0,,1273,,0,,,,,,113006,113006,2423,0,,,,,,,,0,2012583,67735,,,,,,0,2012583,67735
2020-05-31,CA,4213,,57,,,,4331,0,,1324,,0,,,,,,110583,110583,3705,0,,,,,,,,0,1944848,56253,,,,,,0,1944848,56253
2020-05-30,CA,4156,,88,,,,4215,0,,1273,,0,,,,,,106878,106878,2992,0,,,,,,,,0,1888595,53117,,,,,,0,1888595,53117
2020-05-29,CA,4068,,95,,,,4414,0,,1328,,0,,,,,,103886,103886,2189,0,,,,,,,,0,1835478,44919,,,,,,0,1835478,44919
2020-05-28,CA,3973,,89,,,,4529,0,,1325,,0,,,,,,101697,101697,2717,0,,,,,,,,0,1790559,53665,,,,,,0,1790559,53665
2020-05-27,CA,3884,,70,,,,4544,0,,1407,,0,,,,,,98980,98980,2247,0,,,,,,,,0,1736894,40498,,,,,,0,1736894,40498
2020-05-26,CA,3814,,19,,,,4404,0,,1392,,0,,,,,,96733,96733,2175,0,,,,,,,,0,1696396,52294,,,,,,0,1696396,52294
2020-05-25,CA,3795,,21,,,,4306,0,,1301,,0,,,,,,94558,94558,1848,0,,,,,,,,0,1644102,61357,,,,,,0,1644102,61357
2020-05-24,CA,3774,,66,,,,4300,0,,1315,,0,,,,,,92710,92710,2079,0,,,,,,,,0,1582745,67439,,,,,,0,1582745,67439
2020-05-23,CA,3708,,78,,,,4342,0,,1312,,0,,,,,,90631,90631,2187,0,,,,,,,,0,1515306,48533,,,,,,0,1515306,48533
